@relation _home_praneeth_ml_homeworks_ml_homeworks_hw3_._dataset1_train

@attribute text string
@attribute @@class@@ {spam,ham}

@data
'Subject: fw : payment\r\njo hillier - smith\r\nowner care manager\r\nsunsail worldwide sailing ltd\r\ntel : + 44 ( 0 ) 2392 222215\r\nemail : joh @ sunsail . com\r\nthis e - mail and any attachment is intended for the named addressee ( s )\r\nonly , or a person authorised to receive it on their behalf . the content\r\nshould be treated as confidential and the recipient may not disclose this\r\nmessage or any attachment to anyone else without authorisation . unauthorised\r\nuse , copying or disclosure may be unlawful . if this transmission is received\r\nin error please notify the sender immediately and delete this message from\r\nyour e - mail system . any view expressed by the sender of this message or any\r\nattachment may be personal and may not represent the view held by the company .\r\nsunsail limited ( company number 1239190 ) or sunsail worldwide sailing\r\nlimited ( company number 1658245 ) ? both with registered offices at the port\r\nhouse , port solent , portsmouth , hampshire , po 6 4 th , england\r\n- - - - - original message - - - - -\r\nfrom : ? ? jo hillier - smith\r\nsent : ? ? thursday , april 05 , 2001 3 : 43 pm\r\nto : ? ? ? ? \' dfarmer 2 @ ei . enron . com \'\r\nsubject : ? ? ? ? ? ? ? payment\r\ngood afternoon mr farmer\r\nas i am sure you are aware we are in the procees of changing our banks , and\r\nthe new bank \" citibank \" was not able to process our charter fees for the lst\r\napril , i , therefore have a cheque to send to you to cover this april\r\npayment . ? please could you let me know the best address i can send this to ,\r\nyou may want me to send it straight to you or to your bank .\r\ni look forward to hearing from you .\r\nwith regards\r\njo\r\njo hillier - smith\r\nowner care manager\r\nsunsail worldwide sailing ltd\r\ntel : + 44 ( 0 ) 2392 222215\r\nemail : joh @ sunsail . com\r\nthis e - mail and any attachment is intended for the named addressee ( s )\r\nonly , or a person authorised to receive it on their behalf . the content\r\nshould be treated as confidential and the recipient may not disclose this\r\nmessage or any attachment to anyone else without authorisation . unauthorised\r\nuse , copying or disclosure may be unlawful . if this transmission is received\r\nin error please notify the sender immediately and delete this message from\r\nyour e - mail system . any view expressed by the sender of this message or any\r\nattachment may be personal and may not represent the view held by the company .\r\nsunsail limited ( company number 1239190 ) or sunsail worldwide sailing\r\nlimited ( company number 1658245 ) ? both with registered offices at the port\r\nhouse , port solent , portsmouth , hampshire , po 6 4 th , england',ham
'Subject: netco planning\r\ntammy , richard - i would richard to take ownership of the training that would be required for the new scheduling people that will be on each desk . you can coordinate who needs training with the managers . this needs to happen asap . also if you can line up some basic sitara training for those that need it that would be helpful . not sure who can do the sitara piece but you can run the traps on that . i will include this effort in the plan that will be forwarded to louise today .\r\nlet me know if you get some dates together , tks - bob',ham
'Subject: link to the hpl scheduling mailbox\r\nplease follow the instructions below .\r\nwhy : a suggestion was made ( by carlos ) to centralize transport nominations\r\nwe receive by email . we now have an email account set up :\r\nhpl . scheduling @ enron . com . the group is to let our customers know this is\r\nwhere all nominations need to be sent . this way , if people are out ( or no\r\nlonger with us ) , someone will be able to receive the nomination change . i\r\nhave also created folders for each shipper . as each nomination is addressed ,\r\nthe file is to be moved to the folder for later reference . if the file is\r\nstill in the \" inbox \" , it has not been addressed .\r\nany comments to this , i would greatly appreaciate feedback .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by edward terry / hou / ect on 01 / 12 / 2001 03 : 27\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : enron messaging security @ enron 01 / 09 / 2001\r\n09 : 07 am\r\nto : hpl scheduling team\r\ncc :\r\nsubject : link to the hpl scheduling mailbox\r\n< = < = double - click on the link and the mail box will be added to your lotus\r\nnotes workspace . each of you are editors of this mailbox . the internet\r\naddress is hpl . scheduling @ enron . com . just in case , the mailbox is located\r\nnahou - lnmai 20 / enron under the mail folder .\r\nthe following have access :\r\nmichael olsen / na / enron\r\ntom acton / corp / enron\r\nmary poorman / na / enron\r\neddie janzen / na / enron\r\nedward terry / hou / ect\r\nrobert cotten / hou / ect\r\naimee lannou / hou / ect\r\njackie young / hou / ect\r\ncarlos j rodriguez / hou / ect\r\nmark mccoy / corp / enron\r\nsabrae zajac / hou / ect\r\nthanks ,\r\nsandy rivas\r\nenron messaging security',ham
'Subject: april golf specials ! !\r\nwelcome & enjoy kingwood cove golf specials . please take advantage of the\r\nspecial offers . you will receive notices weekly or bi - weekly . if you no\r\nlonger wish to receive these messages , simply reply with your request .\r\nkeep it in the fairway .\r\n* * april e - mail specials * *\r\ncustomer appreciation day\r\nfree green fees - every tuesday - after 11 am\r\ngolf invitaion good for up to 4 players\r\ncart rental required .\r\nmust present e - mail invitation prior to registration .\r\nnot valid with other offers or tournaments . expires 04 / 15 / 00\r\ncall now to book your tee - time .\r\n281 - 358 - 1155 .\r\nor\r\nmillennium special offer\r\nmonday & wednesday - anytime $ 22 per player\r\nfriday , saturday , sunday & holidays\r\nafter 11 am $ 30 per player\r\ngolf invitation good for up to 4 players .\r\nrecieve 1 / 2 cart , green fee , range balls\r\nplus a sleeve of xl 2000 golf balls .\r\nmust present e - mail invitation prior to registration .\r\nnot valid with other offers or tournaments . expires 04 / 15 / 00\r\ncall now to book your tee - time .\r\n281 - 358 - 1155 .\r\n* golf lesson special\r\n* lessons save $ 15\r\nbuy two or more lessons and save $ 15 per lesson\r\nfine tune your swing now . expires 04 / 15 / 00 .\r\napril spring clinics\r\n( 6 hours of instruction for $ 75 )\r\nmerchandise sales\r\ncutter & buck shirts 3 for $ 75\r\nstrata dozen golf balls $ 29 . 95\r\nxl 2000 dozen golf balls $ 19 . 95\r\nwhat \' s happening ?\r\n- senior tournament every monday morning\r\n- ladies league starting tuesday mornings\r\n- skins game every wednesday afternoon\r\n- kingwood cove golf association monthly tournaments',ham
'Subject: important information about security & clickathome\r\ndear clickathome participant ,\r\nclickathome is interested in making sure you have the latest security tools available to you . as part of the clickathome program , you may download and update norton anti - virus and blackice defender software from the clickathome portal .\r\nnorton antivirus software repairs computer virus infections automatically . it scans and cleans your hard drive , diskettes and both incoming and outgoing email .\r\nblackice defender is an industrial - strength anti - hacker system that protects your pc by scanning your dsl , cable modem , or dial - up internet connection looking for hacker activity . when it detects an attempted intrusion , it automatically blocks traffic from that source , keeping intruders from accessing your system .\r\nby installing and updating both norton antivirus and blackice defender , your clickathome pc will have the latest security offered by these two products .\r\ninstructions for accessing the portal and downloading the software are provided below .\r\nif you have any questions or wish to provide feedback , please email clickathome @ enron . com . thank you for your participation in clickathome .\r\nthe clickathome team !\r\n_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _\r\nto download the software :\r\n1 ) visit the clickathome portal at www . clickathome . net from your clickathome pc .\r\n2 ) logon to the portal with your personally created portal user id and password , or create a new account if you have not created a user id and password by selecting \" create a new account \" at the top left corner . the portal user ids and passwords are created by you . the enron help desk is not able to assist with portal support , but if you need any assistance , please send an email to \" clickathome @ enron . com \" .\r\n3 ) once you have logged on , select \" tools \" from the top menu bar .\r\n4 ) under the \" secure download \" heading , click on \" blackice \" or \" norton \" and log on to the download page using your sap id and date of birth .\r\n5 ) follow the directions provided on screen .',ham
'Subject: hl & p\r\nthe most recent numbers',ham
'Subject: shut - in of # 986315\r\nmeter 0986315 shawnee spring common point was shut - in on 6 / 13 / 2000 due to\r\nhigh dew point . repeated attempts by the pumper to dry out the gas have\r\nfailed . the meter will remain shut - in until the dew point is within pipeline\r\nquality specs .\r\ngary h .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 06 / 15 / 2000 10 : 47\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : sean j smith 06 / 14 / 2000 05 : 55 pm\r\nto : gary a hanks / hou / ect @ ect\r\ncc :\r\nsubject : # 986315\r\ni received a call from carl drachenberg with hms at approximately 1 : 45 pm on\r\n6 / 13 / 00 stating that he pulled a stick on meter # 986315 and it was wet and\r\nflowing at 35 lb . i asked gary hanks what we want to do and he said to have\r\ncarl notify the producer and shut it in . i notified carl and he got in\r\ntouch with the producer and they shut the compressor down at approx . 2 pm on\r\n6 / 13 and at that time there wasn \' t any flow . carl came back out there at 8\r\nam on 6 / 14 and closed the valve and removed the chart . there was no flow\r\nafter they shut the unit down and it was flowing between 500 and 300 mcf .\r\nthe meter is now out of service .\r\nany questions - you know where to find me .',ham
'Subject: aol instant messenger reconfirmation\r\nthank you for registering for the aol instant messenger ( sm ) service !\r\nyour registration for screen name dfarmer 770 has been received .\r\nyou are now one step away from being able to :\r\n* communicate instantly - - it \' s fast , easy , fun and free !\r\n* create your own buddy list ( r ) feature - - see when your friends and family are online .\r\n* meet new friends in our chat rooms or by searching our member directory .\r\n* follow your stocks and news headlines , exchange files and images and much , much more .\r\nplease reply to this message within 48 hours to complete the registration process .\r\nsimply click on reply and type \' ok \' as the text of your message so that we can\r\nconfirm that your e - mail address is valid . confirming your registration is very\r\nimportant - - it ensures that using screen name dfarmer 770 you can use all current\r\nand future features of the aim ( sm ) service as well as the following great aol\r\nweb products :\r\n* aol calendar ( sm ) ( aim . aol . com / redirects / aimemail / calendar . html )\r\n* aol hometown ( sm ) ( aim . aol . com / redirects / aimemail / hometown . html )\r\n* my aol . com ( aim . aol . com / redirects / aimemail / myaol . html ) 0\r\n* aol . com ( sm ) personal finance web center ( aim . aol . com / redirects / aimemail / finance . html )\r\nas a security precaution you will not be able to obtain or change your password or\r\nupdate your e - mail address until you confirm your registration .\r\nupon confirmation you will receive a welcome message with valuable links to faqs\r\nand other helpful information .\r\ndownload the aol instant messenger ( tm ) software from the aol . com ( sm ) web site\r\n( aim . aol . com / redirects / aimemail / download . html ) , if you have not already done so .\r\nto use the aim service when you are away from your computer ,\r\nclick here for information about our quick\r\nbuddy service .\r\nagain , thank you for registering for the aol instant messenger service !\r\nyou received this one - time - only e - mail because you successfully registered for the\r\naim service .',ham
'Subject: ces deals\r\nrick ward manages their accounting group .\r\n713 / 693 - 2813\r\nthe accounts that affect the texas group include\r\nkerr mcgee ( tomcat )\r\ndevon / pennzoil ( south texas )\r\npipes\r\noasis / duke en field services ( republic royalty sells to duke )\r\ncorpus christi nat gas at the virginia plant ( devon pdn sold to ccng )\r\nbrazos 368 ( spinnaker \' s gas sold to dow )\r\ngulf energy ( devon production sold to various )\r\nmidcon tx ( devon pdn sold to midcon tx gas )\r\nlonestar at sandtrap ( devon pdn sold to txu energy )\r\nhpl ( entex sells to equistar )\r\ngulf plains plant / agua dulce ( devon pdn sold to various )\r\ncarthage hub ( devon production sold to various )\r\ndelhi ( devon pdn sold to delhi gas mktg )\r\ntomcat ( kerr mcgee pdn transported into hpl - - they used to sell it to entex )\r\nlet me know what i can do to help ,\r\nami',ham
'Subject: desk to desk ticket between nng and pgev and oplc\r\ndaren has copied the old ticket and reput the volumes on a new deal ticket ,\r\ndating back to the first , which reflects the correct texas desk entity . all\r\nof the buys / sales currently transacted at waha by the texas desk are done by\r\nhplc - hplc . please check your deal tickets as any volumes for april will need\r\nto be repathed , nom \' d , etc .\r\nthank you ,\r\nmary',ham
'Subject: sitara position\r\nplease use the position manager home button .\r\nwhen using the sitara position manager , and you drill down to view details\r\nor change the dates , the position manager keeps\r\nall your views running in the background . this feature allows you to use the\r\nback and forward buttons to keep your views running .\r\non the downside , if you keep these views running but do not really intend to\r\ngo back to look at them , the system and your pc are working harder\r\nto keep all the old views active and updated .\r\nthe home button sends you back to your default view - the first view you had\r\nup when you hit apply . by clicking this button , your\r\nposition manager will clear out the old views the next time you drill in .\r\nthis is the only way to clear out the old views that you no longer need .\r\nif you do not use the home key , and keep drilling in and changing the dates ,\r\nthe position manager is still keeping all the your views for\r\nthe day running in the backgound .\r\nwhat we have found is by the end of the day , a user that does not clear out\r\nthe old views can have well over 30 views open , which is like having\r\n30 position managers up on your pc . when that user closes down , the position\r\ngets locked up for a while as it tries to clear out all the old views .\r\nwe will be making some changes soon to that should resolve this issue as far\r\nas the sitara machine is concerned ; however , your pc may still be\r\nslow with excessive unneccessary views open . we could make a change to\r\nlimit the number of active views you can have open , but at this time\r\ni am not sure that is necessary ; regardless , in the mean time , please\r\nremember to use your home button .\r\nother helpful hints -\r\ndid you know you can shrink you tool bar ? tools options - uncheck show tool\r\nbar text labels -\r\ndid you know you can split your position screen to have pipes on top and\r\nzones and meters below ? tools options - show drill down second panel -\r\nif you have an omicron position porfolio - your min / max button shows you\r\nactual - and min / max for your day swing deals .\r\nsame works for nom flex portfolio .',ham
'Subject: cynergy ( apache )\r\nstacey / daren - - - - lisa hughes with cynergy ( agent for apache ) is requesting the\r\nforce majure letter for nov . 24 th due to the cornhusker plant not coming up .\r\ncan we get one typed up to send to her for apache .\r\nthanks ,\r\nmark',ham
'Subject: fw : father \' s letter\r\n- - - - - original message - - - - -\r\nfrom : michael boykin [ mailto : boykin @ flash . net ]\r\nsent : friday , january 26 , 2001 4 : 17 pm\r\nsubject : fw : father \' s letter\r\n> father \' s love letter\r\n>\r\n> my child *\r\n> you may not know me , but i know everything about you * psalm 139 : 1\r\n> i know when you sit down and when you rise up * psalm 139 : 2\r\n> i am familiar with all your ways * psalm 139 : 3\r\n> even the very hairs on your head are numbered * matthew 10 : 29 - 31\r\n> for you were made in my image * genesis 1 : 27\r\n> in me you live and move and have your being * acts 17 : 28\r\n> for you are my offspring * acts 17 : 28\r\n> i knew you even before you were conceived * jeremiah 1 : 4 - 5\r\n> i chose you when i planned creation * ephesians 1 : 11 - 12\r\n> you were not a mistake , for all your days are written in my book * psalm\r\n139 : 15 - 16\r\n> i determined the exact time of your birth and where you would live * acts\r\n17 : 26\r\n> you are fearfully and wonderfully made * psalm 139 : 14\r\n> i knit you together in your mother \' s womb * psalm 139 : 13\r\n> and brought you forth on the day you were born * psalm 71 : 6\r\n> i have been misrepresented by those who don \' t know me * john 8 : 41 - 44\r\n> i am not distant and angry , but am the complete expression of love * 1 john\r\n4 : 16\r\n> and it is my desire to lavish my love on you * 1 john 3 : 1\r\n> simply because you are my child and i am your father * 1 john 3 : 1\r\n> i offer you more than your earthly father ever could * matthew 7 : 11\r\n> for i am the perfect father * matthew 5 : 48\r\n> every good gift that you receive comes from my hand * james 1 : 17\r\n> for i am your provider and i meet all your needs * matthew 6 : 31 - 33\r\n> my plan for your future has always been filled with hope * jeremiah 29 : 11\r\n> because i love you with an everlasting love * jeremiah 31 : 3\r\n> my thoughts toward you are countless as the sand on the seashore * psalm\r\n139 : 17 - 18\r\n> and i rejoice over you with singing * zephaniah 3 : 17\r\n> i will never stop doing good to you * jeremiah 32 : 40\r\n> for you are my treasured possession * exodus 19 : 5\r\n> i desire to establish you with all my heart and all my soul * jeremiah 32 : 41\r\n> and i want to show you great and marvelous things * jeremiah 33 : 3\r\n> if you seek me with all your heart , you will find me * deuteronomy 4 : 29\r\n> delight in me and i will give you the desires of your heart * psalm 37 : 4\r\n> for it is i who gave you those desires * philippians 2 : 13\r\n> i am able to do more for you than you could possibly imagine * ephesians\r\n3 : 20\r\n> for i am your greatest encourager * 2 thessalonians 2 : 16 - 17\r\n> i am also the father who comforts you in all your troubles * 2 corinthians\r\n1 : 3 - 4\r\n> when you are brokenhearted , i am close to you * psalm 34 : 18\r\n> as a shepherd carries a lamb , i have carried you close to my heart * isaiah\r\n40 : 11\r\n> one day i will wipe away every tear from your eyes * revelation 21 : 3 - 4\r\n> and i \' ll take away all the pain you have suffered on this earth * revelation\r\n21 : 3 - 4\r\n> i am your father , and i love you even as i love my son , jesus * john 17 : 23\r\n> for in jesus , my love for you is revealed * john 17 : 26\r\n> he is the exact representation of my being * hebrews 1 : 3\r\n> he came to demonstrate that i am for you , not against you * romans 8 : 31\r\n> and to tell you that i am not counting your sins * 2 corinthians 5 : 18 - 19\r\n> jesus died so that you and i could be reconciled * 2 corinthians 5 : 18 - 19\r\n> his death was the ultimate expression of my love for you * 1 john 4 : 10\r\n> i gave up everything i loved that i might gain your love * romans 8 : 31 - 32\r\n> if you receive the gift of my son jesus , you receive me * 1 john 2 : 23\r\n> and nothing will ever separate you from my love again * romans 8 : 38 - 39\r\n> come home and i \' ll throw the biggest party heaven has ever seen * luke 15 : 7\r\n> i have always been father , and will always be father * ephesians 3 : 14 - 15\r\n> my question is * will you be my child ? * john 1 : 12 - 13\r\n> i am waiting for you * luke 15 : 11 - 32\r\n>\r\n> love , your dad . almighty god\r\n>\r\n> written by barry adams copyright 1999\r\n> intended for personal use . no reprint without permission\r\n>\r\n> http : / / www . fathersloveletter . com /\r\n>\r\n>',ham
'Subject: 06 / 01 assignment , termination , expiration report - houston pipe\r\nline\r\nattached is the junel 2001 assignment , termination & expiration report for houston pipe line \' s contracts . ( fyi - it contains all of the entries made by our group since the report was last done on 3 / 23 / 01 , regardless of the effective date . ) if you do not need to receive this report or if you know of someone else that should receive it , please let me know by e - mail or phone ( 713 - 571 - 3187 ) so that i can either remove your name from or add their name to the distribution list .',ham
'Subject: tetco change\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 09 / 2000\r\n08 : 05 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n\" jan svajian \" on 06 / 09 / 2000 07 : 49 : 57 am\r\nto :\r\ncc :\r\nsubject : nom change\r\nsee attached .\r\n- enron nom change . xls',ham
'Subject: february surveys\r\nhello ,\r\nwe are starting to prepare the february data for our model . please provide a\r\ncompleted \" hours \" survey for each position within your group . this survey\r\nwill collect the the time your team spent on performing their activities in\r\nthe month of february .\r\nat the top of the spreadsheet , you will see a box labeled \" select your rc \" .\r\nclick on the box and input your rc number , which will need to be 4 digits .\r\nonce you have done this , another box will appear with the message \" select\r\nposition from drop box ! \" you can then select the position ( i . e . , staff ,\r\nspecialist , etc . ) and \" ok \" . the choices for positions are based on\r\ninformation contained in the org database ( i . e . , if a position is not listed\r\nthat should be , please call me to discuss as it would indicate that\r\ncorrections need to be made to the database ) . once you have the list of\r\nactivities , please input hours ( for the entire month ) for each activity\r\nlisted in the column labeled \" hours \" .\r\nif you \' re filling out the survey for your team , save a file for each of the\r\npositions you fill out for your team prior to filling out the next position .\r\nif you do not , the information will be lost .\r\nwe have included january compiled hours per position ( if you had two\r\nspecialists performing the same activity - 20 hours each , the \" last month \"\r\ncolumn would show a total of 40 hrs for that month ) . as with last month , you\r\nhave the option to complete the survey on behalf of your entire group or send\r\nthis survey to each of your team members , allowing each individual to fill\r\nout the time they spent on each activity . if there are any activities you\r\nperform not included in your survey , please contact me as soon as possible\r\nfor a copy of the activity dictionary .\r\nplease return these surveys by end of day friday , march 3 rd . if this is a\r\nproblem , please notify immediately .\r\nthanks ,\r\nshari\r\n3 - 3859',ham
'Subject: re : important ! ! ! - teco deal meeting\r\ni \' ve reserved eb 3143 b for this meeting .\r\n- - - - - original message - - - - -\r\nfrom : curry , mike\r\nsent : friday , april 6 , 2001 5 : 18 pm\r\nto : murphy , melissa ann ; allen , thresa ; reeves , leslie ; evans , casey ; white , stacey ; dahlke , andrea ; wallis , janet ; farmer , daren ; gilbert - smith , doug ; dean , clint ; day , smith ; jester , larry ; wagner , joseph\r\ncc : gardner , stephanie ; cross , edith ; wiesepape , jason ; trefz , greg\r\nsubject : important ! ! ! - teco deal meeting\r\nimportance : high\r\nplease plan to attend a meeting to discuss the teco frontera deal on monday , 4 / 9 at 1 : 00 pm ( stephanie - please arrange a conference room and forward information to all ) . the teco deal will start scheduling tuesday 4 / 10 for gas and power flow wednesday 4 / 11 ( sorry for the late notice but teco wants to start asap ) . if you do not have a copy of the contract and would like one please stop by my desk and grab one at eb 3119 b or print out the attached file below ( stephanie - please call and make sure all can attend the meeting ) .\r\ni will give a summary of the deal and discuss with you what our obligations are . please read the contract as this meeting will not be a substitute for a thorough reading !\r\nif you have any questions regarding this deal please call me at x 3 - 4258 or page me 877 - 498 - 2166 if i am not at my desk .\r\nthanks for your assistance with this , - mike\r\n>',ham
'Subject: nom teco tap actual is 57 . 300\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on\r\n02 / 07 / 2001\r\n01 : 28 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nkponton @ duke - energy . com on 02 / 07 / 2001 11 : 23 : 38 am\r\nto : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa\r\njones / texas utilities @ tu\r\ncc :\r\nsubject : nom & actual flow for 2 / 6 / 01\r\nnom = 61 , 250 mmbtu \' s\r\nactual flow = 57 , 300 mmbtu \' s\r\nalso , in discussions w / hpl / enron yesterday , for the lst they are showing\r\nactual flow rate of 30 , 000 mmbtu \' s whereas i \' m showing 30 , 869 mmbtu \' s . as\r\n30 , 869 actually flowed please verify this volume with hpl / enron . . . . .\r\nthanks ,\r\neileen',ham
'Subject: entex apr 3 noms\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 04 / 02 / 2001 11 : 45 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nronald _ s _ fancher @ reliantenergy . com on 04 / 02 / 2001 11 : 32 : 33 am\r\nto : tom . acton @ enron . com , liz . bellamy @ enron . com\r\ncc :\r\nsubject : apr 3 noms\r\nthis is a multipart message in mime format .\r\n- - = _ mixed 005 acf 2486256 a 22 _ =\r\ncontent - type : multipart / alternative ; boundary = \" = _ alternative\r\n005 acf 2486256 a 22 _ = \"\r\n- - = _ alternative 005 acf 2486256 a 22 _ =\r\ncontent - type : text / plain ; charset = \" us - ascii \"\r\n- - = _ alternative 005 acf 2486256 a 22 _ =\r\ncontent - type : text / html ; charset = \" us - ascii \"\r\n- - = _ alternative 005 acf 2486256 a 22 _ = - -\r\n- - = _ mixed 005 acf 2486256 a 22 _ =\r\ncontent - type : application / x - ms - excel ; name = \" hpl - apr . xls \"\r\ncontent - disposition : attachment ; filename = \" hpl - apr . xls \"\r\ncontent - transfer - encoding : binary\r\n- hpl - apr . xls',ham
'Subject: sitara updates\r\nthis is a note to update you guys on the progress i \' m making concerning\r\ncleaning - up and combining well - head deals . . . so far , i have completed :\r\neog :\r\ndeal 126358 reflects 0 volumes on meter 6067 march 2000 forward\r\ndeal 126281 reflects volumes on meter 6296 as well as volumes moved from\r\nsitara deal 126358 ; all volumes are at meter 6296\r\nforest :\r\ndeal 132832 reflects 0 volumes march 2000 forward\r\ndeal 139397 reflects the combined volumes from both deals on meter 6396\r\nsuemaur :\r\ndeal 138658 reflects 0 volumes march 2000 forward\r\ndeal 138658 reflects the combined volumes from both deals on meter 9766\r\na similar effort will be made for : saxet ( deals 154608 / 138546 ) ; comstock\r\n( deals 125827 / 125828 / 125899 ) ; and costilla ( deals 125783 / 125900 )\r\no \' neal 3 - 9686',ham
'Subject: ehronline web address change\r\nthis message is intended for ehronline users only .\r\ndue to a recent change to ehronline , the url ( aka \" web address \" ) for\r\naccessing ehronline needs to be changed on your computer . the change\r\ninvolves adding the letter \" s \" to the \" http \" reference in the url . the url\r\nfor accessing ehronline should be : https : / / ehronline . enron . com .\r\nthis change should be made by those who have added the url as a favorite on\r\nthe browser .',ham
'Subject: hpl nom for march 9 , 2001\r\n( see attached file : hplno 309 . xls )\r\n- hplno 309 . xls',ham
'Subject: interconnect / intercompany issues\r\nattached is a detail spreadsheet of these items that the allocation group is\r\nworking on .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by howard b camp / hou / ect on 06 / 07 / 2000 02 : 00\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nhoward b camp\r\n06 / 07 / 2000 12 : 50 pm\r\nto : rita wynne / hou / ect @ ect , pat clynes / corp / enron @ enron , lisa\r\ncsikos / hou / ect @ ect , daren j farmer / hou / ect @ ect , ami chokshi / corp / enron @ enron\r\ncc : fred boas / hou / ect @ ect , stella l morris / hou / ect @ ect , clem\r\ncernosek / hou / ect @ ect , thu nguyen / hou / ect @ ect , jackie young / hou / ect @ ect ,\r\ncharlotte hawkins / hou / ect @ ect , karen lindley / corp / enron @ enron , carlos j\r\nrodriguez / hou / ect @ ect , stacey neuweiler / hou / ect @ ect , kristen j\r\nhanson / hou / ect @ ect , rhonda robinson / hou / ect @ ect , howard b camp / hou / ect @ ect ,\r\ngregg lenart / hou / ect @ ect\r\nsubject : interconnect / intercompany issues\r\nbelow is a list of the major items that are still outstanding on the\r\ninterdesk / interconnect report for 1999 and 2000 that is impacting the\r\nintercompany cleanup for sap implementation . these issues have been\r\naddressed in earlier e - mails and this is an updated list of issues that need\r\nto be completed by june 19 , 2000 .\r\n1 ) king ranch interstates - fred and stella are working with exxon to\r\nreconcile from oct 1999 - apr 2000 the interstate nominations for tennessee\r\nand ngpl and also for tejas .\r\n2 ) tetco meter 6892 - question of who has custody transfer at the meter .\r\nena is using tetco \' s volume and hplc is using the hpl measurement volume ,\r\ncausing a desk to desk variance .\r\nclem and pat are working on .\r\n3 ) transco bammel meter 74 - transco and hpl \' s nominations are out of\r\nbalance at meter 74 . charlotte needs to work with transco to resolve .\r\n4 ) dow meter 4486 - the sale to entex needs to be taken off of hplc meter\r\n4486 and the sale needs to be at dow meter 4486 .\r\na desk to desk between ena ( buyer )\r\nand hplc ( seller ) needs to be set up on dow meter 4486 .\r\nami needs to set up the deals and\r\nthu needs to coordinate the months involved .\r\nonce this is done and thu\r\nreallocates to dow pipeline , jackie needs to zero out the confirmed noms and\r\nmake the meter non allocatable in pops .\r\nclem verified with steve schneider\r\nthat this meter is not on hpl \' s system .\r\n5 ) east texas gas / devon - devon invoicing ena entire flow at carthage .\r\nmeter 4607701 east texas keeping hplc whole on\r\nnominations\r\ndesk to desk\r\ndeal is out of balance because of this\r\nkaren is working\r\nwith pennzoil and east texas to reach agreement on how to handle this issue\r\nbetween them\r\n6 ) pgev - actuals on swing meters ( hpl ) not matching expense volumes being\r\nallocated by pgev .\r\nsherlyn is working with stacey and charlotte to resolve .\r\n7 ) pan energy sales issues - discrepancies on pgev . katherine and sherlyn\r\nare working with stacey to resolve .',ham
'Subject: project \" miracle \"\r\nas you may know , the generation investments group is in discussions with el paso on the sale of upstream equity interests in the cleburne , tx generating facility . as part of el paso \' s diligence , they \' ve asked to meet with our experts in tax , insurance and gas management matters pertaining to the facility on thursday , june 21 or friday , june 22 . we intend to schedule three separate meetings in either the enron building or 3 ac . please let me know what your availability is for a meeting on your area of expertise on either of those two days .\r\nthanks .\r\nrick hill\r\ngeneration investments group',ham
'Subject: hpl nom for february 9 , 2001\r\n( see attached file : hplno 209 . xls )\r\n- hplno 209 . xls',ham
'Subject: ces change on lonestar\r\ndaren - - - fyi - -\r\ni changed ces back to the first , adjustment of ( 372 ) .\r\nmark',ham
'Subject: november prelim wellhead production - estimate\r\ndaren ,\r\nfyi .\r\nbob\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 10 / 24 / 2000 08 : 52\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nvance l taylor\r\n10 / 23 / 2000 04 : 42 pm\r\nto : robert cotten / hou / ect @ ect\r\ncc : gary a hanks / hou / ect @ ect , mary m smith / hou / ect @ ect , lisa\r\nhesse / hou / ect @ ect , melissa graves / hou / ect @ ect\r\nsubject : november prelim wellhead production - estimate\r\nbob ,\r\nplease see the attached file estimating wellhead production for the month of\r\nnovember . please be advised that this is a preliminary estimate as to this\r\ndate , we have received no noms for november and there may be revisions from\r\nthe traders . i will update you with any revisions as they occur .\r\nthanks ,\r\nvlt\r\nx 3 - 6353',ham
'Subject: hub destructions - rough draft in progress\r\nplease see attached , would love feedback .',ham
'Subject: neon discussion january 31\r\nhere is an idea for this week . ? brad will hopefully be providing the\r\nmaterial starting next week ( experiencing god is his plan ) .\r\n?\r\nbobby\r\n- acceptance . doc',ham
